image_path,label_path,base_name,split,width,height,n_objects,n_cars,n_pedestrians,n_cyclists,n_trucks,class_counts_str
data/images/train/000067.png,data/labels/000067.txt,000067,train,1242,375,7,5,0,0,1,"{'Car': 5, 'Truck': 1, 'Tram': 1}"
data/images/train/000068.png,data/labels/000068.txt,000068,train,1242,375,12,7,0,2,3,"{'Car': 7, 'Cyclist': 2, 'Van': 3}"
data/images/train/000069.png,data/labels/000069.txt,000069,train,1242,375,2,2,0,0,0,{'Car': 2}
data/images/train/000070.png,data/labels/000070.txt,000070,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000071.png,data/labels/000071.txt,000071,train,1242,375,2,1,0,0,0,"{'Car': 1, 'Tram': 1}"
data/images/train/000072.png,data/labels/000072.txt,000072,train,1242,375,3,3,0,0,0,{'Car': 3}
data/images/train/000073.png,data/labels/000073.txt,000073,train,1242,375,7,0,5,2,0,"{'Pedestrian': 5, 'Cyclist': 2}"
data/images/train/000074.png,data/labels/000074.txt,000074,train,1224,370,3,0,3,0,0,{'Pedestrian': 3}
data/images/train/000075.png,data/labels/000075.txt,000075,train,1242,375,6,5,0,0,0,"{'Car': 5, 'Misc': 1}"
data/images/train/000076.png,data/labels/000076.txt,000076,train,1238,374,9,0,8,1,0,"{'Pedestrian': 8, 'Cyclist': 1}"
data/images/train/000077.png,data/labels/000077.txt,000077,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000078.png,data/labels/000078.txt,000078,train,1242,375,4,3,0,0,1,"{'Van': 1, 'Car': 3}"
data/images/train/000079.png,data/labels/000079.txt,000079,train,1242,375,7,5,0,0,1,"{'Car': 5, 'Truck': 1, 'Tram': 1}"
data/images/train/000080.png,data/labels/000080.txt,000080,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000081.png,data/labels/000081.txt,000081,train,1242,375,4,1,0,0,1,"{'Car': 1, 'Truck': 1, 'Tram': 2}"
data/images/train/000082.png,data/labels/000082.txt,000082,train,1242,375,2,1,0,0,1,"{'Car': 1, 'Truck': 1}"
data/images/train/000083.png,data/labels/000083.txt,000083,train,1238,374,6,5,0,0,1,"{'Car': 5, 'Van': 1}"
data/images/train/000084.png,data/labels/000084.txt,000084,train,1242,375,2,2,0,0,0,{'Car': 2}
data/images/train/000085.png,data/labels/000085.txt,000085,train,1242,375,4,1,1,1,1,"{'Van': 1, 'Cyclist': 1, 'Pedestrian': 1, 'Car': 1}"
data/images/train/000086.png,data/labels/000086.txt,000086,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000087.png,data/labels/000087.txt,000087,train,1242,375,6,4,1,0,1,"{'Car': 4, 'Pedestrian': 1, 'Van': 1}"
data/images/train/000088.png,data/labels/000088.txt,000088,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000089.png,data/labels/000089.txt,000089,train,1242,375,6,5,0,0,1,"{'Car': 5, 'Van': 1}"
data/images/train/000090.png,data/labels/000090.txt,000090,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000091.png,data/labels/000091.txt,000091,train,1242,375,2,1,0,1,0,"{'Cyclist': 1, 'Car': 1}"
data/images/train/000092.png,data/labels/000092.txt,000092,train,1242,375,6,6,0,0,0,{'Car': 6}
data/images/train/000093.png,data/labels/000093.txt,000093,train,1242,375,6,6,0,0,0,{'Car': 6}
data/images/train/000094.png,data/labels/000094.txt,000094,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000095.png,data/labels/000095.txt,000095,train,1242,375,15,15,0,0,0,{'Car': 15}
data/images/train/000096.png,data/labels/000096.txt,000096,train,1242,375,5,4,0,0,1,"{'Car': 4, 'Van': 1}"
data/images/train/000097.png,data/labels/000097.txt,000097,train,1242,375,2,2,0,0,0,{'Car': 2}
data/images/train/000098.png,data/labels/000098.txt,000098,train,1241,376,7,5,0,0,0,"{'Car': 5, 'Misc': 2}"
data/images/train/000099.png,data/labels/000099.txt,000099,train,1242,375,10,7,0,0,3,"{'Car': 7, 'Van': 2, 'Truck': 1}"
data/images/train/000100.png,data/labels/000100.txt,000100,train,1242,375,4,1,1,1,1,"{'Van': 1, 'Cyclist': 1, 'Pedestrian': 1, 'Car': 1}"
data/images/train/000101.png,data/labels/000101.txt,000101,train,1242,375,3,3,0,0,0,{'Car': 3}
data/images/train/000102.png,data/labels/000102.txt,000102,train,1242,375,3,2,0,0,0,"{'Misc': 1, 'Car': 2}"
data/images/train/000103.png,data/labels/000103.txt,000103,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000104.png,data/labels/000104.txt,000104,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000105.png,data/labels/000105.txt,000105,train,1242,375,2,1,0,1,0,"{'Cyclist': 1, 'Car': 1}"
data/images/train/000106.png,data/labels/000106.txt,000106,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000107.png,data/labels/000107.txt,000107,train,1242,375,8,7,0,0,0,"{'Car': 7, 'Misc': 1}"
data/images/train/000108.png,data/labels/000108.txt,000108,train,1242,375,3,1,0,1,0,"{'Car': 1, 'Cyclist': 1, 'Tram': 1}"
data/images/train/000109.png,data/labels/000109.txt,000109,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000110.png,data/labels/000110.txt,000110,train,1242,375,12,11,0,0,1,"{'Car': 11, 'Van': 1}"
data/images/train/000111.png,data/labels/000111.txt,000111,train,1242,375,14,12,0,0,2,"{'Car': 12, 'Van': 2}"
data/images/train/000112.png,data/labels/000112.txt,000112,train,1242,375,10,10,0,0,0,{'Car': 10}
data/images/train/000113.png,data/labels/000113.txt,000113,train,1242,375,18,10,0,0,5,"{'Car': 10, 'Van': 4, 'Truck': 1, 'Misc': 3}"
data/images/train/000114.png,data/labels/000114.txt,000114,train,1242,375,12,8,1,1,2,"{'Car': 8, 'Cyclist': 1, 'Van': 2, 'Pedestrian': 1}"
data/images/train/000115.png,data/labels/000115.txt,000115,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000116.png,data/labels/000116.txt,000116,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000117.png,data/labels/000117.txt,000117,train,1242,375,8,8,0,0,0,{'Car': 8}
data/images/train/000118.png,data/labels/000118.txt,000118,train,1238,374,7,0,1,0,0,"{'Pedestrian': 1, 'Tram': 2, 'Person_sitting': 4}"
data/images/train/000119.png,data/labels/000119.txt,000119,train,1242,375,5,3,0,1,1,"{'Car': 3, 'Van': 1, 'Cyclist': 1}"
data/images/train/000120.png,data/labels/000120.txt,000120,train,1242,375,10,10,0,0,0,{'Car': 10}
data/images/train/000121.png,data/labels/000121.txt,000121,train,1242,375,5,4,0,0,0,"{'Car': 4, 'Tram': 1}"
data/images/train/000122.png,data/labels/000122.txt,000122,train,1242,375,4,1,0,1,0,"{'Car': 1, 'Cyclist': 1, 'Tram': 2}"
data/images/train/000123.png,data/labels/000123.txt,000123,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000124.png,data/labels/000124.txt,000124,train,1224,370,5,2,2,1,0,"{'Car': 2, 'Cyclist': 1, 'Pedestrian': 2}"
data/images/train/000125.png,data/labels/000125.txt,000125,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000126.png,data/labels/000126.txt,000126,train,1242,375,2,1,0,0,1,"{'Car': 1, 'Van': 1}"
data/images/train/000127.png,data/labels/000127.txt,000127,train,1242,375,11,8,1,1,1,"{'Car': 8, 'Pedestrian': 1, 'Cyclist': 1, 'Van': 1}"
data/images/train/000128.png,data/labels/000128.txt,000128,train,1242,375,2,1,0,0,1,"{'Truck': 1, 'Car': 1}"
data/images/train/000129.png,data/labels/000129.txt,000129,train,1242,375,7,6,0,0,0,"{'Car': 6, 'Tram': 1}"
data/images/train/000130.png,data/labels/000130.txt,000130,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000131.png,data/labels/000131.txt,000131,train,1242,375,7,6,0,0,1,"{'Car': 6, 'Van': 1}"
data/images/train/000132.png,data/labels/000132.txt,000132,train,1241,376,3,3,0,0,0,{'Car': 3}
data/images/train/000133.png,data/labels/000133.txt,000133,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000134.png,data/labels/000134.txt,000134,train,1224,370,15,3,7,5,0,"{'Car': 3, 'Cyclist': 5, 'Pedestrian': 7}"
data/images/train/000135.png,data/labels/000135.txt,000135,train,1242,375,8,7,0,0,1,"{'Car': 7, 'Van': 1}"
data/images/train/000136.png,data/labels/000136.txt,000136,train,1242,375,6,6,0,0,0,{'Car': 6}
data/images/train/000137.png,data/labels/000137.txt,000137,train,1242,375,6,3,0,0,2,"{'Car': 3, 'Truck': 2, 'Misc': 1}"
data/images/train/000138.png,data/labels/000138.txt,000138,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000139.png,data/labels/000139.txt,000139,train,1242,375,3,1,0,0,2,"{'Car': 1, 'Truck': 1, 'Van': 1}"
data/images/train/000140.png,data/labels/000140.txt,000140,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000141.png,data/labels/000141.txt,000141,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000142.png,data/labels/000142.txt,000142,train,1242,375,14,9,4,1,0,"{'Pedestrian': 4, 'Cyclist': 1, 'Car': 9}"
data/images/train/000143.png,data/labels/000143.txt,000143,train,1242,375,4,3,0,0,1,"{'Truck': 1, 'Car': 3}"
data/images/train/000144.png,data/labels/000144.txt,000144,train,1242,375,7,3,4,0,0,"{'Car': 3, 'Pedestrian': 4}"
data/images/train/000145.png,data/labels/000145.txt,000145,train,1224,370,15,4,9,2,0,"{'Pedestrian': 9, 'Car': 4, 'Cyclist': 2}"
data/images/train/000146.png,data/labels/000146.txt,000146,train,1242,375,17,15,1,0,1,"{'Car': 15, 'Truck': 1, 'Pedestrian': 1}"
data/images/train/000147.png,data/labels/000147.txt,000147,train,1238,374,2,0,1,0,1,"{'Van': 1, 'Pedestrian': 1}"
data/images/train/000148.png,data/labels/000148.txt,000148,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000149.png,data/labels/000149.txt,000149,train,1242,375,11,10,1,0,0,"{'Car': 10, 'Pedestrian': 1}"
data/images/train/000150.png,data/labels/000150.txt,000150,train,1242,375,4,3,0,1,0,"{'Car': 3, 'Cyclist': 1}"
data/images/train/000151.png,data/labels/000151.txt,000151,train,1224,370,4,2,1,1,0,"{'Car': 2, 'Cyclist': 1, 'Pedestrian': 1}"
data/images/train/000152.png,data/labels/000152.txt,000152,train,1242,375,8,7,0,0,0,"{'Car': 7, 'Misc': 1}"
data/images/train/000153.png,data/labels/000153.txt,000153,train,1224,370,4,1,3,0,0,"{'Pedestrian': 3, 'Car': 1}"
data/images/train/000154.png,data/labels/000154.txt,000154,train,1242,375,9,6,1,1,1,"{'Pedestrian': 1, 'Cyclist': 1, 'Car': 6, 'Van': 1}"
data/images/train/000155.png,data/labels/000155.txt,000155,train,1242,375,5,3,0,0,1,"{'Car': 3, 'Van': 1, 'Misc': 1}"
data/images/train/000156.png,data/labels/000156.txt,000156,train,1224,370,2,0,1,0,1,"{'Van': 1, 'Pedestrian': 1}"
data/images/train/000157.png,data/labels/000157.txt,000157,train,1242,375,11,6,0,1,1,"{'Car': 6, 'Misc': 3, 'Cyclist': 1, 'Truck': 1}"
data/images/train/000158.png,data/labels/000158.txt,000158,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000159.png,data/labels/000159.txt,000159,train,1242,375,8,8,0,0,0,{'Car': 8}
data/images/train/000160.png,data/labels/000160.txt,000160,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000161.png,data/labels/000161.txt,000161,train,1242,375,13,13,0,0,0,{'Car': 13}
data/images/train/000162.png,data/labels/000162.txt,000162,train,1242,375,5,4,0,1,0,"{'Car': 4, 'Cyclist': 1}"
data/images/train/000163.png,data/labels/000163.txt,000163,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000164.png,data/labels/000164.txt,000164,train,1242,375,4,3,0,1,0,"{'Car': 3, 'Cyclist': 1}"
data/images/train/000165.png,data/labels/000165.txt,000165,train,1242,375,10,7,0,0,3,"{'Car': 7, 'Van': 2, 'Truck': 1}"
data/images/train/000166.png,data/labels/000166.txt,000166,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000167.png,data/labels/000167.txt,000167,train,1242,375,3,0,1,2,0,"{'Pedestrian': 1, 'Cyclist': 2}"
data/images/train/000168.png,data/labels/000168.txt,000168,train,1242,375,5,4,0,0,1,"{'Car': 4, 'Van': 1}"
data/images/train/000169.png,data/labels/000169.txt,000169,train,1242,375,16,15,0,1,0,"{'Car': 15, 'Cyclist': 1}"
data/images/train/000170.png,data/labels/000170.txt,000170,train,1241,376,3,3,0,0,0,{'Car': 3}
data/images/train/000171.png,data/labels/000171.txt,000171,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000172.png,data/labels/000172.txt,000172,train,1242,375,9,9,0,0,0,{'Car': 9}
data/images/train/000173.png,data/labels/000173.txt,000173,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000174.png,data/labels/000174.txt,000174,train,1242,375,3,2,0,0,0,"{'Misc': 1, 'Car': 2}"
data/images/train/000175.png,data/labels/000175.txt,000175,train,1242,375,3,3,0,0,0,{'Car': 3}
data/images/train/000176.png,data/labels/000176.txt,000176,train,1242,375,5,5,0,0,0,{'Car': 5}
data/images/train/000177.png,data/labels/000177.txt,000177,train,1242,375,8,1,2,2,1,"{'Cyclist': 2, 'Van': 1, 'Pedestrian': 2, 'Person_sitting': 2, 'Car': 1}"
data/images/train/000178.png,data/labels/000178.txt,000178,train,1242,375,8,8,0,0,0,{'Car': 8}
data/images/train/000179.png,data/labels/000179.txt,000179,train,1242,375,5,1,1,0,0,"{'Car': 1, 'Tram': 3, 'Pedestrian': 1}"
data/images/train/000180.png,data/labels/000180.txt,000180,train,1242,375,2,2,0,0,0,{'Car': 2}
data/images/train/000181.png,data/labels/000181.txt,000181,train,1242,375,13,10,0,0,3,"{'Car': 10, 'Van': 3}"
data/images/train/000182.png,data/labels/000182.txt,000182,train,1242,375,3,2,0,0,1,"{'Car': 2, 'Van': 1}"
data/images/train/000183.png,data/labels/000183.txt,000183,train,1242,375,8,6,0,0,1,"{'Car': 6, 'Misc': 1, 'Van': 1}"
data/images/train/000184.png,data/labels/000184.txt,000184,train,1242,375,6,5,0,0,0,"{'Misc': 1, 'Car': 5}"
data/images/train/000185.png,data/labels/000185.txt,000185,train,1242,375,6,6,0,0,0,{'Car': 6}
data/images/train/000186.png,data/labels/000186.txt,000186,train,1242,375,9,7,1,0,1,"{'Car': 7, 'Pedestrian': 1, 'Truck': 1}"
data/images/train/000187.png,data/labels/000187.txt,000187,train,1242,375,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000188.png,data/labels/000188.txt,000188,train,1242,375,4,4,0,0,0,{'Car': 4}
data/images/train/000189.png,data/labels/000189.txt,000189,train,1224,370,5,0,4,1,0,"{'Pedestrian': 4, 'Cyclist': 1}"
data/images/train/000190.png,data/labels/000190.txt,000190,train,1238,374,4,1,2,0,1,"{'Pedestrian': 2, 'Car': 1, 'Van': 1}"
data/images/train/000191.png,data/labels/000191.txt,000191,train,1241,376,10,9,0,0,1,"{'Car': 9, 'Van': 1}"
data/images/train/000192.png,data/labels/000192.txt,000192,train,1241,376,9,6,0,0,1,"{'Car': 6, 'Van': 1, 'Misc': 2}"
data/images/train/000193.png,data/labels/000193.txt,000193,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000194.png,data/labels/000194.txt,000194,train,1242,375,3,2,1,0,0,"{'Car': 2, 'Pedestrian': 1}"
data/images/train/000195.png,data/labels/000195.txt,000195,train,1242,375,2,0,1,1,0,"{'Pedestrian': 1, 'Cyclist': 1}"
data/images/train/000196.png,data/labels/000196.txt,000196,train,1242,375,2,1,0,0,0,"{'Car': 1, 'Misc': 1}"
data/images/train/000197.png,data/labels/000197.txt,000197,train,1242,375,6,6,0,0,0,{'Car': 6}
data/images/train/000198.png,data/labels/000198.txt,000198,train,1242,375,3,2,0,0,1,"{'Car': 2, 'Van': 1}"
data/images/train/000199.png,data/labels/000199.txt,000199,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000200.png,data/labels/000200.txt,000200,train,1242,375,4,2,1,0,0,"{'Car': 2, 'Misc': 1, 'Pedestrian': 1}"
data/images/train/000201.png,data/labels/000201.txt,000201,train,1242,375,12,8,2,2,0,"{'Car': 8, 'Cyclist': 2, 'Pedestrian': 2}"
data/images/train/000202.png,data/labels/000202.txt,000202,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000203.png,data/labels/000203.txt,000203,train,1242,375,3,1,0,1,1,"{'Truck': 1, 'Cyclist': 1, 'Car': 1}"
data/images/train/000204.png,data/labels/000204.txt,000204,train,1242,375,5,2,0,0,2,"{'Car': 2, 'Truck': 1, 'Misc': 1, 'Van': 1}"
data/images/train/000205.png,data/labels/000205.txt,000205,train,1242,375,3,2,0,0,0,"{'Car': 2, 'Misc': 1}"
data/images/train/000206.png,data/labels/000206.txt,000206,train,1224,370,4,1,2,0,1,"{'Pedestrian': 2, 'Van': 1, 'Car': 1}"
data/images/train/000207.png,data/labels/000207.txt,000207,train,1242,375,5,3,1,0,0,"{'Pedestrian': 1, 'Misc': 1, 'Car': 3}"
data/images/train/000208.png,data/labels/000208.txt,000208,train,1242,375,3,2,1,0,0,"{'Car': 2, 'Pedestrian': 1}"
data/images/train/000209.png,data/labels/000209.txt,000209,train,1224,370,1,0,1,0,0,{'Pedestrian': 1}
data/images/train/000210.png,data/labels/000210.txt,000210,train,1242,375,7,6,0,0,0,"{'Tram': 1, 'Car': 6}"
data/images/train/000211.png,data/labels/000211.txt,000211,train,1242,375,8,5,0,3,0,"{'Car': 5, 'Cyclist': 3}"
data/images/train/000212.png,data/labels/000212.txt,000212,train,1242,375,4,3,0,0,1,"{'Car': 3, 'Van': 1}"
data/images/train/000213.png,data/labels/000213.txt,000213,train,1242,375,10,10,0,0,0,{'Car': 10}
data/images/train/000214.png,data/labels/000214.txt,000214,train,1242,375,6,3,0,3,0,"{'Car': 3, 'Cyclist': 3}"
data/images/train/000215.png,data/labels/000215.txt,000215,train,1242,375,2,2,0,0,0,{'Car': 2}
data/images/train/000216.png,data/labels/000216.txt,000216,train,1242,375,5,5,0,0,0,{'Car': 5}
data/images/train/000217.png,data/labels/000217.txt,000217,train,1242,375,8,5,0,2,1,"{'Car': 5, 'Van': 1, 'Cyclist': 2}"
data/images/train/000218.png,data/labels/000218.txt,000218,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000219.png,data/labels/000219.txt,000219,train,1242,375,4,1,0,0,3,"{'Car': 1, 'Van': 2, 'Truck': 1}"
data/images/train/000220.png,data/labels/000220.txt,000220,train,1242,375,2,2,0,0,0,{'Car': 2}
data/images/train/000221.png,data/labels/000221.txt,000221,train,1242,375,4,2,1,0,0,"{'Car': 2, 'Misc': 1, 'Pedestrian': 1}"
data/images/train/000222.png,data/labels/000222.txt,000222,train,1242,375,7,7,0,0,0,{'Car': 7}
data/images/train/000223.png,data/labels/000223.txt,000223,train,1242,375,5,2,0,0,1,"{'Car': 2, 'Van': 1, 'Misc': 1, 'Person_sitting': 1}"
data/images/train/000224.png,data/labels/000224.txt,000224,train,1242,375,1,1,0,0,0,{'Car': 1}
data/images/train/000225.png,data/labels/000225.txt,000225,train,1242,375,5,4,0,0,1,"{'Car': 4, 'Truck': 1}"
